|note|tags|spanish_verb|inf_verb|person|sing_or_plural|mood|tense|pos_neg_cmd|cast_note|conj_verb|code|region|verb_type|gender|haver_verb|anar_verb|note1|note2|cat_note|tense_tag|mood_tag|ending_tag|pronoun_tag|cat_tags
392|⊙ Ara mateix, ⊙nosaltres {{c1::hacemos::…hacer…}} (pastissos)| ends_in_er extreme_irregularity hacer irregular_verb nosotros presente regular_form |hacer|fer|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::hacemos::…hacer…}} (pasteles)|fem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (pastissos)|⊙ Ara mateix, ⊙nosaltres {{c1::fem::…fer…}} (pastissos)|present|indicatiu|-er|nosaltres| present indicatiu -er nosaltres fer 
393|⊙ Ara mateix, ⊙vosaltres {{c1::hacéis::…hacer…}} (pastissos)| ends_in_er extreme_irregularity hacer irregular_verb presente regular_form vosotros |hacer|fer|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::hacéis::…hacer…}} (pasteles)|feu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (pastissos)|⊙ Ara mateix, ⊙vosaltres {{c1::feu::…fer…}} (pastissos)|present|indicatiu|-er|vosaltres| present indicatiu -er vosaltres fer 
394|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::hacen::…hacer…}} (pastissos)| ellos_ellas_ustedes ends_in_er extreme_irregularity hacer irregular_verb presente regular_form |hacer|fer|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::hacen::…hacer…}} (pasteles)|fan|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (pastissos)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::fan::…fer…}} (pastissos)|present|indicatiu|-er|ells/elles/vostès| present indicatiu -er ells/elles/vostès fer 
438|⊙ Ara mateix, ⊙jo {{c1::puedo::…poder…}} (descansar)| ends_in_er extreme_irregularity in_the_wild irregular_form irregular_verb modismo poder presente yo |poder|poder|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::puedo::…poder…}} (descansar)|puc|VMIP1S00|central|M|0|||⊙ Ara mateix, ⊙jo | (descansar)|⊙ Ara mateix, ⊙jo {{c1::puc::…poder…}} (descansar)|present|indicatiu|-er|jo| present indicatiu -er jo poder 
439|⊙ Ara mateix, ⊙tu {{c1::puedes::…poder…}} (descansar)| ends_in_er extreme_irregularity in_the_wild irregular_form irregular_verb poder presente refrán tú tú_vos |poder|poder|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::puedes::…poder…}} (descansar)|pots|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (descansar)|⊙ Ara mateix, ⊙tu {{c1::pots::…poder…}} (descansar)|present|indicatiu|-er|tu| present indicatiu -er tu poder 
440|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::puede::…poder…}} (descansar)| dicho ends_in_er extreme_irregularity in_the_wild irregular_form irregular_verb poder presente él_ella_usted |poder|poder|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::puede::…poder…}} (descansar)|pot|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (descansar)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::pot::…poder…}} (descansar)|present|indicatiu|-er|ell/ella/vostè| present indicatiu -er ell/ella/vostè poder 
441|⊙ Ara mateix, ⊙nosaltres {{c1::podemos::…poder…}} (descansar)| ends_in_er extreme_irregularity irregular_verb nosotros poder presente regular_form |poder|poder|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::podemos::…poder…}} (descansar)|podem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (descansar)|⊙ Ara mateix, ⊙nosaltres {{c1::podem::…poder…}} (descansar)|present|indicatiu|-er|nosaltres| present indicatiu -er nosaltres poder 
442|⊙ Ara mateix, ⊙vosaltres {{c1::podéis::…poder…}} (descansar)| ends_in_er extreme_irregularity irregular_verb poder presente regular_form vosotros |poder|poder|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::podéis::…poder…}} (descansar)|podeu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (descansar)|⊙ Ara mateix, ⊙vosaltres {{c1::podeu::…poder…}} (descansar)|present|indicatiu|-er|vosaltres| present indicatiu -er vosaltres poder 
443|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::pueden::…poder…}} (descansar)| ellos_ellas_ustedes ends_in_er extreme_irregularity in_the_wild irregular_form irregular_verb modismo poder presente |poder|poder|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::pueden::…poder…}} (descansar)|poden|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (descansar)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::poden::…poder…}} (descansar)|present|indicatiu|-er|ells/elles/vostès| present indicatiu -er ells/elles/vostès poder 
487|⊙ Ara mateix, ⊙jo {{c1::voy::…ir…}} (a Sevilla)| ends_in_ir extreme_irregularity ir irregular_form irregular_verb presente yo |ir|anar|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::voy::…ir…}} (a Sevilla)|vaig|VMIP1S00|central|M|0|||⊙ Ara mateix, ⊙jo | (a Sevilla)|⊙ Ara mateix, ⊙jo {{c1::vaig::…anar…}} (a Sevilla)|present|indicatiu|-ar|jo| present indicatiu -ar jo anar 
488|⊙ Ara mateix, ⊙tu {{c1::vas::…ir…}} (a Sevilla)| ends_in_ir extreme_irregularity ir irregular_form irregular_verb presente tú_vos |ir|anar|2|S|I|P|0|⊙ Ahora mismo, ⊙tú/vos {{c1::vas::…ir…}} (a Sevilla)|vas|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (a Sevilla)|⊙ Ara mateix, ⊙tu {{c1::vas::…anar…}} (a Sevilla)|present|indicatiu|-ar|tu| present indicatiu -ar tu anar 
489|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::va::…ir…}} (a Sevilla)| ends_in_ir extreme_irregularity in_the_wild ir irregular_form irregular_verb modismo presente él_ella_usted |ir|anar|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::va::…ir…}} (a Sevilla)|va|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (a Sevilla)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::va::…anar…}} (a Sevilla)|present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè anar 
490|⊙ Ara mateix, ⊙nosaltres {{c1::vamos::…ir…}} (a Sevilla)| ends_in_ir extreme_irregularity ir irregular_form irregular_verb nosotros presente |ir|anar|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::vamos::…ir…}} (a Sevilla)|anem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (a Sevilla)|⊙ Ara mateix, ⊙nosaltres {{c1::anem::…anar…}} (a Sevilla)|present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres anar 
491|⊙ Ara mateix, ⊙vosaltres {{c1::vais::…ir…}} (a Sevilla)| ends_in_ir extreme_irregularity ir irregular_form irregular_verb presente vosotros |ir|anar|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::vais::…ir…}} (a Sevilla)|aneu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (a Sevilla)|⊙ Ara mateix, ⊙vosaltres {{c1::aneu::…anar…}} (a Sevilla)|present|indicatiu|-ar|vosaltres| present indicatiu -ar vosaltres anar 
492|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::van::…ir…}} (a Sevilla)| ellos_ellas_ustedes ends_in_ir extreme_irregularity ir irregular_form irregular_verb presente |ir|anar|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::van::…ir…}} (a Sevilla)|van|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (a Sevilla)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::van::…anar…}} (a Sevilla)|present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès anar 
536|⊙ Ara mateix, ⊙jo {{c1::doy::…dar…}} (classes)| dar ends_in_ar high_irregularity irregular_form irregular_verb presente yo |dar|donar|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::doy::…dar…}} (clases)|dono|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (classes)|⊙ Ara mateix, ⊙jo {{c1::dono::…donar…}} (classes)|present|indicatiu|-ar|jo| present indicatiu -ar jo donar 
537|⊙ Ara mateix, ⊙tu {{c1::das::…dar…}} (classes)| dar ends_in_ar high_irregularity irregular_verb presente regular_form tú_vos |dar|donar|2|S|I|P|0|⊙ Ahora mismo, ⊙tú/vos {{c1::das::…dar…}} (clases)|dones|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (classes)|⊙ Ara mateix, ⊙tu {{c1::dones::…donar…}} (classes)|present|indicatiu|-ar|tu| present indicatiu -ar tu donar 
538|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::da::…dar…}} (classes)| dar dicho ends_in_ar high_irregularity in_the_wild irregular_verb presente regular_form él_ella_usted |dar|donar|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::da::…dar…}} (clases)|dona|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (classes)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::dona::…donar…}} (classes)|present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè donar 
539|⊙ Ara mateix, ⊙nosaltres {{c1::damos::…dar…}} (classes)| dar ends_in_ar high_irregularity irregular_verb nosotros presente regular_form |dar|donar|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::damos::…dar…}} (clases)|donem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (classes)|⊙ Ara mateix, ⊙nosaltres {{c1::donem::…donar…}} (classes)|present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres donar 
540|⊙ Ara mateix, ⊙vosaltres {{c1::dais::…dar…}} (classes)| dar ends_in_ar high_irregularity irregular_form irregular_verb presente vosotros |dar|donar|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::dais::…dar…}} (clases)|doneu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (classes)|⊙ Ara mateix, ⊙vosaltres {{c1::doneu::…donar…}} (classes)|present|indicatiu|-ar|vosaltres| present indicatiu -ar vosaltres donar 
541|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::dan::…dar…}} (classes)| dar ellos_ellas_ustedes ends_in_ar high_irregularity irregular_verb presente regular_form |dar|donar|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::dan::…dar…}} (clases)|donen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (classes)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::donen::…donar…}} (classes)|present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès donar 
585|⊙ Ara mateix, ⊙jo {{c1::veo::…ver…}} (a varios metges)| ends_in_er irregular_form irregular_verb moderate_irregularity presente ver yo |ver|veure|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::veo::…ver…}} (a varios médicos)|veig|VMIP1S00|central|M|0|||⊙ Ara mateix, ⊙jo | (a varios metges)|⊙ Ara mateix, ⊙jo {{c1::veig::…veure…}} (a varios metges)|present|indicatiu|-re|jo| present indicatiu -re jo veure 
586|⊙ Ara mateix, ⊙tu {{c1::ves::…ver…}} (a varios metges)| ends_in_er in_the_wild irregular_verb moderate_irregularity presente refrán regular_form tú_vos ver |ver|veure|2|S|I|P|0|⊙ Ahora mismo, ⊙tú/vos {{c1::ves::…ver…}} (a varios médicos)|veus|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (a varios metges)|⊙ Ara mateix, ⊙tu {{c1::veus::…veure…}} (a varios metges)|present|indicatiu|-re|tu| present indicatiu -re tu veure 
587|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::ve::…ver…}} (a varios metges)| ends_in_er irregular_verb moderate_irregularity presente regular_form ver él_ella_usted |ver|veure|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::ve::…ver…}} (a varios médicos)|veu|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (a varios metges)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::veu::…veure…}} (a varios metges)|present|indicatiu|-re|ell/ella/vostè| present indicatiu -re ell/ella/vostè veure 
588|⊙ Ara mateix, ⊙nosaltres {{c1::vemos::…ver…}} (a varios metges)| ends_in_er irregular_verb moderate_irregularity nosotros presente regular_form ver |ver|veure|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::vemos::…ver…}} (a varios médicos)|veiem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (a varios metges)|⊙ Ara mateix, ⊙nosaltres {{c1::veiem::…veure…}} (a varios metges)|present|indicatiu|-re|nosaltres| present indicatiu -re nosaltres veure 
589|⊙ Ara mateix, ⊙vosaltres {{c1::veis::…ver…}} (a varios metges)| ends_in_er irregular_form irregular_verb moderate_irregularity presente ver vosotros |ver|veure|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::veis::…ver…}} (a varios médicos)|veieu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (a varios metges)|⊙ Ara mateix, ⊙vosaltres {{c1::veieu::…veure…}} (a varios metges)|present|indicatiu|-re|vosaltres| present indicatiu -re vosaltres veure 
590|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::ven::…ver…}} (a varios metges)| ellos_ellas_ustedes ends_in_er irregular_verb moderate_irregularity presente regular_form ver |ver|veure|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::ven::…ver…}} (a varios médicos)|veuen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (a varios metges)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::veuen::…veure…}} (a varios metges)|present|indicatiu|-re|ells/elles/vostès| present indicatiu -re ells/elles/vostès veure 
634|⊙ Ara mateix, ⊙jo {{c1::sé::…saber…}} (de que es tracta)| ends_in_er extreme_irregularity irregular_form irregular_verb presente saber yo |saber|saber|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::sé::…saber…}} (de qué se trata)|sé|VMIP1S00|central|M|0|||⊙ Ara mateix, ⊙jo | (de que es tracta)|⊙ Ara mateix, ⊙jo {{c1::sé::…saber…}} (de que es tracta)|present|indicatiu|-er|jo| present indicatiu -er jo saber 
635|⊙ Ara mateix, ⊙tu {{c1::sabes::…saber…}} (de que es tracta)| ends_in_er extreme_irregularity in_the_wild irregular_verb modismo presente regular_form saber tú tú_vos |saber|saber|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::sabes::…saber…}} (de qué se trata)|saps|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (de que es tracta)|⊙ Ara mateix, ⊙tu {{c1::saps::…saber…}} (de que es tracta)|present|indicatiu|-er|tu| present indicatiu -er tu saber 
636|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::sabe::…saber…}} (de que es tracta)| ends_in_er extreme_irregularity in_the_wild irregular_verb presente refrán regular_form saber él_ella_usted |saber|saber|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::sabe::…saber…}} (de qué se trata)|sap|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (de que es tracta)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::sap::…saber…}} (de que es tracta)|present|indicatiu|-er|ell/ella/vostè| present indicatiu -er ell/ella/vostè saber 
637|⊙ Ara mateix, ⊙nosaltres {{c1::sabemos::…saber…}} (de que es tracta)| ends_in_er extreme_irregularity irregular_verb nosotros presente regular_form saber |saber|saber|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::sabemos::…saber…}} (de qué se trata)|sabem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (de que es tracta)|⊙ Ara mateix, ⊙nosaltres {{c1::sabem::…saber…}} (de que es tracta)|present|indicatiu|-er|nosaltres| present indicatiu -er nosaltres saber 
638|⊙ Ara mateix, ⊙vosaltres {{c1::sabéis::…saber…}} (de que es tracta)| ends_in_er extreme_irregularity irregular_verb presente regular_form saber vosotros |saber|saber|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::sabéis::…saber…}} (de qué se trata)|sabeu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (de que es tracta)|⊙ Ara mateix, ⊙vosaltres {{c1::sabeu::…saber…}} (de que es tracta)|present|indicatiu|-er|vosaltres| present indicatiu -er vosaltres saber 
639|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::saben::…saber…}} (de que es tracta)| ellos_ellas_ustedes ends_in_er extreme_irregularity irregular_verb presente regular_form saber |saber|saber|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::saben::…saber…}} (de qué se trata)|saben|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (de que es tracta)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::saben::…saber…}} (de que es tracta)|present|indicatiu|-er|ells/elles/vostès| present indicatiu -er ells/elles/vostès saber 
683|⊙ Ara mateix, ⊙jo {{c1::quiero::…querer…}} (descansar)| ends_in_er extreme_irregularity irregular_form irregular_verb presente querer yo |querer|voler|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::quiero::…querer…}} (descansar)|vull|VMIP1S00|central|M|0|||⊙ Ara mateix, ⊙jo | (descansar)|⊙ Ara mateix, ⊙jo {{c1::vull::…voler…}} (descansar)|present|indicatiu|-er|jo| present indicatiu -er jo voler 
684|⊙ Ara mateix, ⊙tu {{c1::quieres::…querer…}} (descansar)| dicho ends_in_er extreme_irregularity in_the_wild irregular_form irregular_verb presente querer tú tú_vos |querer|voler|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::quieres::…querer…}} (descansar)|vols|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (descansar)|⊙ Ara mateix, ⊙tu {{c1::vols::…voler…}} (descansar)|present|indicatiu|-er|tu| present indicatiu -er tu voler 
685|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::quiere::…querer…}} (descansar)| ends_in_er extreme_irregularity in_the_wild irregular_form irregular_verb presente querer refrán él_ella_usted |querer|voler|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::quiere::…querer…}} (descansar)|vol|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (descansar)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::vol::…voler…}} (descansar)|present|indicatiu|-er|ell/ella/vostè| present indicatiu -er ell/ella/vostè voler 
686|⊙ Ara mateix, ⊙nosaltres {{c1::queremos::…querer…}} (descansar)| ends_in_er extreme_irregularity irregular_verb nosotros presente querer regular_form |querer|voler|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::queremos::…querer…}} (descansar)|volem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (descansar)|⊙ Ara mateix, ⊙nosaltres {{c1::volem::…voler…}} (descansar)|present|indicatiu|-er|nosaltres| present indicatiu -er nosaltres voler 
687|⊙ Ara mateix, ⊙vosaltres {{c1::queréis::…querer…}} (descansar)| dicho ends_in_er extreme_irregularity in_the_wild irregular_verb presente querer regular_form vosotros |querer|voler|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::queréis::…querer…}} (descansar)|voleu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (descansar)|⊙ Ara mateix, ⊙vosaltres {{c1::voleu::…voler…}} (descansar)|present|indicatiu|-er|vosaltres| present indicatiu -er vosaltres voler 
688|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::quieren::…querer…}} (descansar)| ellos_ellas_ustedes ends_in_er extreme_irregularity in_the_wild irregular_form irregular_verb modismo presente querer |querer|voler|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::quieren::…querer…}} (descansar)|volen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (descansar)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::volen::…voler…}} (descansar)|present|indicatiu|-er|ells/elles/vostès| present indicatiu -er ells/elles/vostès voler 
732|⊙ Ara mateix, ⊙jo {{c1::creo::…creer…}} (en el que diu en Javier)| creer ends_in_er irregular_verb low_irregularity presente regular_form yo |creer|creure|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::creo::…creer…}} (en lo que dice Javier)|crec|VMIP1S00|central|M|0|||⊙ Ara mateix, ⊙jo | (en el que diu en Javier)|⊙ Ara mateix, ⊙jo {{c1::crec::…creure…}} (en el que diu en Javier)|present|indicatiu|-re|jo| present indicatiu -re jo creure 
733|⊙ Ara mateix, ⊙tu {{c1::crees::…creer…}} (en el que diu en Javier)| creer ends_in_er irregular_verb low_irregularity presente regular_form tú tú_vos |creer|creure|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::crees::…creer…}} (en lo que dice Javier)|creus|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (en el que diu en Javier)|⊙ Ara mateix, ⊙tu {{c1::creus::…creure…}} (en el que diu en Javier)|present|indicatiu|-re|tu| present indicatiu -re tu creure 
734|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::cree::…creer…}} (en el que diu en Javier)| creer dicho ends_in_er in_the_wild irregular_verb low_irregularity presente regular_form él_ella_usted |creer|creure|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::cree::…creer…}} (en lo que dice Javier)|creu|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (en el que diu en Javier)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::creu::…creure…}} (en el que diu en Javier)|present|indicatiu|-re|ell/ella/vostè| present indicatiu -re ell/ella/vostè creure 
735|⊙ Ara mateix, ⊙nosaltres {{c1::creemos::…creer…}} (en el que diu en Javier)| creer ends_in_er irregular_verb low_irregularity nosotros presente regular_form |creer|creure|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::creemos::…creer…}} (en lo que dice Javier)|creiem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (en el que diu en Javier)|⊙ Ara mateix, ⊙nosaltres {{c1::creiem::…creure…}} (en el que diu en Javier)|present|indicatiu|-re|nosaltres| present indicatiu -re nosaltres creure 
736|⊙ Ara mateix, ⊙vosaltres {{c1::creéis::…creer…}} (en el que diu en Javier)| creer ends_in_er irregular_verb low_irregularity presente regular_form vosotros |creer|creure|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::creéis::…creer…}} (en lo que dice Javier)|creieu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (en el que diu en Javier)|⊙ Ara mateix, ⊙vosaltres {{c1::creieu::…creure…}} (en el que diu en Javier)|present|indicatiu|-re|vosaltres| present indicatiu -re vosaltres creure 
737|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::creen::…creer…}} (en el que diu en Javier)| creer ellos_ellas_ustedes ends_in_er in_the_wild irregular_verb low_irregularity modismo presente regular_form |creer|creure|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::creen::…creer…}} (en lo que dice Javier)|creuen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (en el que diu en Javier)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::creuen::…creure…}} (en el que diu en Javier)|present|indicatiu|-re|ells/elles/vostès| present indicatiu -re ells/elles/vostès creure 
