	note	tags	spanish_verb	inf_verb	person	sing_or_plural	mood	tense	pos_neg_cmd	note1	note2
3455	↫ Fue sorprendente que ↫nosotros {{c1::nos endeudáramos | nos endeudásemos::…endeudarse…}} 	 endeudarse ends_in_ar nosotros pronominal regular_form regular_verb subjuntivo_pasado 	endeudarse	endeutar-se	1	P	S	I	0	↫ Fue sorprendente que ↫nosotros 	 
3452	↫ Fue sorprendente que ↫yo {{c1::me endeudara | me endeudase::…endeudarse…}} 	 endeudarse ends_in_ar pronominal regular_form regular_verb subjuntivo_pasado yo 	endeudarse	endeutar-se	1	S	S	I	0	↫ Fue sorprendente que ↫yo 	 
3456	↫ Fue sorprendente que ↫vosotros {{c1::os endeudarais | os endeudaseis::…endeudarse…}} 	 endeudarse ends_in_ar pronominal regular_form regular_verb subjuntivo_pasado vosotros 	endeudarse	endeutar-se	2	P	S	I	0	↫ Fue sorprendente que ↫vosotros 	 
3457	↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::se endeudaran | se endeudasen::…endeudarse…}} 	 ellos_ellas_ustedes endeudarse ends_in_ar pronominal regular_form regular_verb subjuntivo_pasado 	endeudarse	endeutar-se	3	P	S	I	0	↫ Fue sorprendente que ↫ellos/ellas/ustedes 	 
3454	↫ Fue sorprendente que ↫él/ella/usted {{c1::se endeudara | se endeudase::…endeudarse…}} 	 endeudarse ends_in_ar pronominal regular_form regular_verb subjuntivo_pasado él_ella_usted 	endeudarse	endeutar-se	3	S	S	I	0	↫ Fue sorprendente que ↫él/ella/usted 	 
3449	〰 Resulta divertido que 〰nosotros {{c1::nos endeudemos::…endeudarse…}} 	 endeudarse ends_in_ar nosotros pronominal regular_form regular_verb subjuntivo_presente 	endeudarse	endeutar-se	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 
3446	〰 Resulta divertido que 〰yo {{c1::me endeude::…endeudarse…}} 	 endeudarse ends_in_ar pronominal regular_form regular_verb subjuntivo_presente yo 	endeudarse	endeutar-se	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 
3450	〰 Resulta divertido que 〰vosotros {{c1::os endeudéis::…endeudarse…}} 	 endeudarse ends_in_ar pronominal regular_form regular_verb subjuntivo_presente vosotros 	endeudarse	endeutar-se	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 
3451	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::se endeuden::…endeudarse…}} 	 ellos_ellas_ustedes endeudarse ends_in_ar pronominal regular_form regular_verb subjuntivo_presente 	endeudarse	endeutar-se	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 
3448	〰 Resulta divertido que 〰él/ella/usted {{c1::se endeude::…endeudarse…}} 	 endeudarse ends_in_ar pronominal regular_form regular_verb subjuntivo_presente él_ella_usted 	endeudarse	endeutar-se	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 
3297	Mientras estoy estudiando…la pitón está {{c1::engullendo::…engullir…}} (una rata)	 ends_in_ir engullir gerundio regular_form regular_spelling_change regular_verb 	engullir	engolir	0	0	G	0	0	Mientras estoy estudiando…la pitón está 	 (una rata)
3327	… Si pasara algo, …nosotros {{c1::engulliríamos::…engullir…}} (plátanos)	 condicional ends_in_ir engullir nosotros regular_form regular_verb 	engullir	engolir	1	P	I	C	0	… Si pasara algo, …nosotros 	 (plátanos)
3324	… Si ocurriese esto, …yo {{c1::engulliría::…engullir…}} (plátanos)	 condicional ends_in_ir engullir regular_form regular_verb yo 	engullir	engolir	1	S	I	C	0	… Si ocurriese esto, …yo 	 (plátanos)
3328	… Si aconteciese esto, …vosotros {{c1::engulliríais::…engullir…}} (plátanos)	 condicional ends_in_ir engullir regular_form regular_verb vosotros 	engullir	engolir	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (plátanos)
3329	… Si se produjera esto, …ellos/ellas/ustedes {{c1::engullirían::…engullir…}} (plátanos)	 condicional ellos_ellas_ustedes ends_in_ir engullir regular_form regular_verb 	engullir	engolir	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (plátanos)
3326	… Si acaeciera algo, …él/ella/usted {{c1::engulliría::…engullir…}} (plátanos)	 condicional ends_in_ir engullir regular_form regular_verb él_ella_usted 	engullir	engolir	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (plátanos)
3321	→ En el futuro, →nosotros {{c1::engulliremos::…engullir…}} (plátanos)	 ends_in_ir engullir futuro nosotros regular_form regular_verb 	engullir	engolir	1	P	I	F	0	→ En el futuro, →nosotros 	 (plátanos)
3318	→ En el futuro, →yo {{c1::engulliré::…engullir…}} (plátanos)	 ends_in_ir engullir futuro regular_form regular_verb yo 	engullir	engolir	1	S	I	F	0	→ En el futuro, →yo 	 (plátanos)
3322	→ En el futuro, →vosotros {{c1::engulliréis::…engullir…}} (plátanos)	 ends_in_ir engullir futuro regular_form regular_verb vosotros 	engullir	engolir	2	P	I	F	0	→ En el futuro, →vosotros 	 (plátanos)
3323	→ En el futuro, →ellos/ellas/ustedes {{c1::engullirán::…engullir…}} (plátanos)	 ellos_ellas_ustedes ends_in_ir engullir futuro regular_form regular_verb 	engullir	engolir	3	P	I	F	0	→ En el futuro, →ellos/ellas/ustedes 	 (plátanos)
3320	→ En el futuro, →él/ella/usted {{c1::engullirá::…engullir…}} (plátanos)	 ends_in_ir engullir futuro regular_form regular_verb él_ella_usted 	engullir	engolir	3	S	I	F	0	→ En el futuro, →él/ella/usted 	 (plátanos)
3309	⇠ En esa época, a menudo, ⇠nosotros {{c1::engullíamos::…engullir…}} (plátanos)	 ends_in_ir engullir imperfecto nosotros regular_form regular_verb 	engullir	engolir	1	P	I	I	0	⇠ En esa época, a menudo, ⇠nosotros 	 (plátanos)
3306	⇠ En esa época, a menudo, ⇠yo {{c1::engullía::…engullir…}} (plátanos)	 ends_in_ir engullir imperfecto regular_form regular_verb yo 	engullir	engolir	1	S	I	I	0	⇠ En esa época, a menudo, ⇠yo 	 (plátanos)
3310	⇠ En esa época, a menudo, ⇠vosotros {{c1::engullíais::…engullir…}} (plátanos)	 ends_in_ir engullir imperfecto regular_form regular_verb vosotros 	engullir	engolir	2	P	I	I	0	⇠ En esa época, a menudo, ⇠vosotros 	 (plátanos)
3311	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::engullían::…engullir…}} (plátanos)	 ellos_ellas_ustedes ends_in_ir engullir imperfecto regular_form regular_verb 	engullir	engolir	3	P	I	I	0	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes 	 (plátanos)
3308	⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::engullía::…engullir…}} (plátanos)	 ends_in_ir engullir imperfecto regular_form regular_verb él_ella_usted 	engullir	engolir	3	S	I	I	0	⇠ En esa época, a menudo, ⇠él/ella/usted 	 (plátanos)
3303	⊙ Ahora mismo, ⊙nosotros {{c1::engullimos::…engullir…}} (plátanos)	 ends_in_ir engullir nosotros presente regular_form regular_verb 	engullir	engolir	1	P	I	P	0	⊙ Ahora mismo, ⊙nosotros 	 (plátanos)
3299	⊙ Ahora mismo, ⊙yo {{c1::engullo::…engullir…}} (plátanos)	 ends_in_ir engullir presente regular_form regular_verb yo 	engullir	engolir	1	S	I	P	0	⊙ Ahora mismo, ⊙yo 	 (plátanos)
3304	⊙ Ahora mismo, ⊙vosotros {{c1::engullís::…engullir…}} (plátanos)	 ends_in_ir engullir presente regular_form regular_verb vosotros 	engullir	engolir	2	P	I	P	0	⊙ Ahora mismo, ⊙vosotros 	 (plátanos)
3305	⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::engullen::…engullir…}} (plátanos)	 ellos_ellas_ustedes ends_in_ir engullir presente regular_form regular_verb 	engullir	engolir	3	P	I	P	0	⊙ Ahora mismo, ⊙ellos/ellas/ustedes 	 (plátanos)
3302	⊙ Ahora mismo, ⊙él/ella/usted {{c1::engulle::…engullir…}} (plátanos)	 ends_in_ir engullir presente regular_form regular_verb él_ella_usted 	engullir	engolir	3	S	I	P	0	⊙ Ahora mismo, ⊙él/ella/usted 	 (plátanos)
3315	↧ En aquel momento ↧nosotros {{c1::engullimos::…engullir…}} (plátanos)	 ends_in_ir engullir indefinido nosotros regular_form regular_verb 	engullir	engolir	1	P	I	passat_perifrastic	0	↧ En aquel momento ↧nosotros 	 (plátanos)
3312	↧ En aquel momento ↧yo {{c1::engullí::…engullir…}} (plátanos)	 ends_in_ir engullir indefinido regular_form regular_verb yo 	engullir	engolir	1	S	I	passat_perifrastic	0	↧ En aquel momento ↧yo 	 (plátanos)
3316	↧ En aquel momento ↧vosotros {{c1::engullisteis::…engullir…}} (plátanos)	 ends_in_ir engullir indefinido regular_form regular_verb vosotros 	engullir	engolir	2	P	I	passat_perifrastic	0	↧ En aquel momento ↧vosotros 	 (plátanos)
3317	↧ En aquel momento ↧ellos/ellas/ustedes {{c1::engulleron::…engullir…}} (plátanos)	 ellos_ellas_ustedes ends_in_ir engullir indefinido regular_form regular_spelling_change regular_verb 	engullir	engolir	3	P	I	passat_perifrastic	0	↧ En aquel momento ↧ellos/ellas/ustedes 	 (plátanos)
3314	↧ En aquel momento ↧él/ella/usted {{c1::engulló::…engullir…}} (plátanos)	 ends_in_ir engullir indefinido regular_form regular_spelling_change regular_verb él_ella_usted 	engullir	engolir	3	S	I	passat_perifrastic	0	↧ En aquel momento ↧él/ella/usted 	 (plátanos)
3346	Vámonos equipo, por favor,¡ (que) {{c1::engullamos::…engullir…}} (el pastel), ya !(nosotros)	 ends_in_ir engullir imperativo nosotros regular_form regular_verb 	engullir	engolir	1	P	M	0	pos	Vámonos equipo, por favor,¡ (que) 	 (el pastel), ya !(nosotros)
3347	Tú y tú, por favor,¡ {{c1::engullid::…engullir…}} (el pastel), ya !(vosotros)	 ends_in_ir engullir imperativo regular_form regular_verb vosotros 	engullir	engolir	2	P	M	0	pos	Tú y tú, por favor,¡ 	 (el pastel), ya !(vosotros)
3348	Señores, por favor,¡ (que) {{c1::engullan::…engullir…}} (el pastel), ya ! (ellos/ellas/ustedes)	 ellos_ellas_ustedes ends_in_ir engullir imperativo regular_form regular_verb 	engullir	engolir	3	P	M	0	pos	Señores, por favor,¡ (que) 	 (el pastel), ya ! (ellos/ellas/ustedes)
3345	Señora, por favor,¡ (que) {{c1::engulla::…engullir…}} (el pastel), ya !(él/ella/usted)	 ends_in_ir engullir imperativo regular_form regular_verb él_ella_usted 	engullir	engolir	3	S	M	0	pos	Señora, por favor,¡ (que) 	 (el pastel), ya !(él/ella/usted)
3298	Hugo ha {{c1::engullido::…engullir…}} (la torta)	 ends_in_ir engullir participio regular_form regular_verb 	engullir	engolir	0	S	P	0	0	Hugo ha 	 (la torta)
3339	↫ Fue sorprendente que ↫nosotros {{c1::engulléramos | engullésemos::…engullir…}} (plátanos)	 ends_in_ir engullir nosotros regular_form regular_spelling_change regular_verb subjuntivo_pasado 	engullir	engolir	1	P	S	I	0	↫ Fue sorprendente que ↫nosotros 	 (plátanos)
3336	↫ Fue sorprendente que ↫yo {{c1::engullera | engullese::…engullir…}} (plátanos)	 ends_in_ir engullir regular_form regular_spelling_change regular_verb subjuntivo_pasado yo 	engullir	engolir	1	S	S	I	0	↫ Fue sorprendente que ↫yo 	 (plátanos)
3340	↫ Fue sorprendente que ↫vosotros {{c1::engullerais | engulleseis::…engullir…}} (plátanos)	 ends_in_ir engullir regular_form regular_spelling_change regular_verb subjuntivo_pasado vosotros 	engullir	engolir	2	P	S	I	0	↫ Fue sorprendente que ↫vosotros 	 (plátanos)
3341	↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::engulleran | engullesen::…engullir…}} (plátanos)	 ellos_ellas_ustedes ends_in_ir engullir regular_form regular_spelling_change regular_verb subjuntivo_pasado 	engullir	engolir	3	P	S	I	0	↫ Fue sorprendente que ↫ellos/ellas/ustedes 	 (plátanos)
3338	↫ Fue sorprendente que ↫él/ella/usted {{c1::engullera | engullese::…engullir…}} (plátanos)	 ends_in_ir engullir regular_form regular_spelling_change regular_verb subjuntivo_pasado él_ella_usted 	engullir	engolir	3	S	S	I	0	↫ Fue sorprendente que ↫él/ella/usted 	 (plátanos)
3333	〰 Resulta divertido que 〰nosotros {{c1::engullamos::…engullir…}} (plátanos)	 ends_in_ir engullir nosotros regular_form regular_verb subjuntivo_presente 	engullir	engolir	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 (plátanos)
3330	〰 Resulta divertido que 〰yo {{c1::engulla::…engullir…}} (plátanos)	 ends_in_ir engullir regular_form regular_verb subjuntivo_presente yo 	engullir	engolir	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 (plátanos)
3334	〰 Resulta divertido que 〰vosotros {{c1::engulláis::…engullir…}} (plátanos)	 ends_in_ir engullir regular_form regular_verb subjuntivo_presente vosotros 	engullir	engolir	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 (plátanos)
3335	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::engullan::…engullir…}} (plátanos)	 ellos_ellas_ustedes ends_in_ir engullir regular_form regular_verb subjuntivo_presente 	engullir	engolir	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 (plátanos)
3332	〰 Resulta divertido que 〰él/ella/usted {{c1::engulla::…engullir…}} (plátanos)	 ends_in_ir engullir regular_form regular_verb subjuntivo_presente él_ella_usted 	engullir	engolir	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 (plátanos)
1557	Mientras estoy estudiando…ella no está {{c1::entendiendo::…entender…}} (mis esfuerzos)	 ends_in_er entender gerundio irregular_verb low_irregularity regular_form 	entender	entendre	0	0	G	0	0	Mientras estoy estudiando…ella no está 	 (mis esfuerzos)
1587	… Si pasara algo, …nosotros {{c1::entenderíamos::…entender…}} (los motivos de Carlos)	 condicional ends_in_er entender irregular_verb low_irregularity nosotros regular_form 	entender	entendre	1	P	I	C	0	… Si pasara algo, …nosotros 	 (los motivos de Carlos)
1584	… Si ocurriese esto, …yo {{c1::entendería::…entender…}} (los motivos de Carlos)	 condicional ends_in_er entender irregular_verb low_irregularity regular_form yo 	entender	entendre	1	S	I	C	0	… Si ocurriese esto, …yo 	 (los motivos de Carlos)
1588	… Si aconteciese esto, …vosotros {{c1::entenderíais::…entender…}} (los motivos de Carlos)	 condicional ends_in_er entender irregular_verb low_irregularity regular_form vosotros 	entender	entendre	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (los motivos de Carlos)
1589	… Si se produjera esto, …ellos/ellas/ustedes {{c1::entenderían::…entender…}} (los motivos de Carlos)	 condicional ellos_ellas_ustedes ends_in_er entender irregular_verb low_irregularity regular_form 	entender	entendre	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (los motivos de Carlos)
1586	… Si acaeciera algo, …él/ella/usted {{c1::entendería::…entender…}} (los motivos de Carlos)	 condicional ends_in_er entender irregular_verb low_irregularity regular_form él_ella_usted 	entender	entendre	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (los motivos de Carlos)
1581	→ En el futuro, →nosotros {{c1::entenderemos::…entender…}} (los motivos de Carlos)	 ends_in_er entender futuro irregular_verb low_irregularity nosotros regular_form 	entender	entendre	1	P	I	F	0	→ En el futuro, →nosotros 	 (los motivos de Carlos)
1578	→ En el futuro, →yo {{c1::entenderé::…entender…}} (los motivos de Carlos)	 ends_in_er entender futuro irregular_verb low_irregularity regular_form yo 	entender	entendre	1	S	I	F	0	→ En el futuro, →yo 	 (los motivos de Carlos)
1582	→ En el futuro, →vosotros {{c1::entenderéis::…entender…}} (los motivos de Carlos)	 ends_in_er entender futuro irregular_verb low_irregularity regular_form vosotros 	entender	entendre	2	P	I	F	0	→ En el futuro, →vosotros 	 (los motivos de Carlos)
1583	→ En el futuro, →ellos/ellas/ustedes {{c1::entenderán::…entender…}} (los motivos de Carlos)	 ellos_ellas_ustedes ends_in_er entender futuro irregular_verb low_irregularity regular_form 	entender	entendre	3	P	I	F	0	→ En el futuro, →ellos/ellas/ustedes 	 (los motivos de Carlos)
1580	→ En el futuro, →él/ella/usted {{c1::entenderá::…entender…}} (los motivos de Carlos)	 ends_in_er entender futuro irregular_verb low_irregularity regular_form él_ella_usted 	entender	entendre	3	S	I	F	0	→ En el futuro, →él/ella/usted 	 (los motivos de Carlos)
1569	⇠ En esa época, a menudo, ⇠nosotros {{c1::entendíamos::…entender…}} (los motivos de Carlos)	 ends_in_er entender imperfecto irregular_verb low_irregularity nosotros regular_form 	entender	entendre	1	P	I	I	0	⇠ En esa época, a menudo, ⇠nosotros 	 (los motivos de Carlos)
1566	⇠ En esa época, a menudo, ⇠yo {{c1::entendía::…entender…}} (los motivos de Carlos)	 ends_in_er entender imperfecto irregular_verb low_irregularity regular_form yo 	entender	entendre	1	S	I	I	0	⇠ En esa época, a menudo, ⇠yo 	 (los motivos de Carlos)
1570	⇠ En esa época, a menudo, ⇠vosotros {{c1::entendíais::…entender…}} (los motivos de Carlos)	 ends_in_er entender imperfecto irregular_verb low_irregularity regular_form vosotros 	entender	entendre	2	P	I	I	0	⇠ En esa época, a menudo, ⇠vosotros 	 (los motivos de Carlos)
1571	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::entendían::…entender…}} (los motivos de Carlos)	 ellos_ellas_ustedes ends_in_er entender imperfecto irregular_verb low_irregularity regular_form 	entender	entendre	3	P	I	I	0	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes 	 (los motivos de Carlos)
1568	⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::entendía::…entender…}} (los motivos de Carlos)	 ends_in_er entender imperfecto irregular_verb low_irregularity regular_form él_ella_usted 	entender	entendre	3	S	I	I	0	⇠ En esa época, a menudo, ⇠él/ella/usted 	 (los motivos de Carlos)
1563	⊙ Ahora mismo, ⊙nosotros {{c1::entendemos::…entender…}} (los motivos de Carlos)	 ends_in_er entender irregular_verb low_irregularity nosotros presente regular_form 	entender	entendre	1	P	I	P	0	⊙ Ahora mismo, ⊙nosotros 	 (los motivos de Carlos)
1559	⊙ Ahora mismo, ⊙yo {{c1::entiendo::…entender…}} (los motivos de Carlos)	 ends_in_er entender irregular_form irregular_verb low_irregularity presente yo 	entender	entendre	1	S	I	P	0	⊙ Ahora mismo, ⊙yo 	 (los motivos de Carlos)
1564	⊙ Ahora mismo, ⊙vosotros {{c1::entendéis::…entender…}} (los motivos de Carlos)	 ends_in_er entender irregular_verb low_irregularity presente regular_form vosotros 	entender	entendre	2	P	I	P	0	⊙ Ahora mismo, ⊙vosotros 	 (los motivos de Carlos)
1565	⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::entienden::…entender…}} (los motivos de Carlos)	 ellos_ellas_ustedes ends_in_er entender irregular_form irregular_verb low_irregularity presente 	entender	entendre	3	P	I	P	0	⊙ Ahora mismo, ⊙ellos/ellas/ustedes 	 (los motivos de Carlos)
1562	⊙ Ahora mismo, ⊙él/ella/usted {{c1::entiende::…entender…}} (los motivos de Carlos)	 ends_in_er entender irregular_form irregular_verb low_irregularity presente él_ella_usted 	entender	entendre	3	S	I	P	0	⊙ Ahora mismo, ⊙él/ella/usted 	 (los motivos de Carlos)
1575	↧ En aquel momento ↧nosotros {{c1::entendimos::…entender…}} (los motivos de Carlos)	 ends_in_er entender indefinido irregular_verb low_irregularity nosotros regular_form 	entender	entendre	1	P	I	passat_perifrastic	0	↧ En aquel momento ↧nosotros 	 (los motivos de Carlos)
