note|tags|spanish_verb|inf_verb|person|sing_or_plural|mood|tense|pos_neg_cmd|context_phrase|cast_note|conj_verb|code|region|verb_type|gender|haver_verb|anar_verb|note1|note2|cat_note|tense_tag|mood_tag|ending_tag|pronoun_tag|cat_tags
⇠ En aquella època, sovint, ⇠ells/elles/vostès {{c1::vivían::…vivir…}} (amb poc)| ellos_ellas_ustedes ends_in_ir imperfecto regular_form regular_verb vivir |vivir|viure|3|P|I|I|0|con poco|⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::vivían::…vivir…}} (con poco)|vivien|VMII3P00|central|M|0|||⇠ En aquella època, sovint, ⇠ells/elles/vostès | (amb poc)|⇠ En aquella època, sovint, ⇠ells/elles/vostès {{c1::vivien::…viure…}} (amb poc)|imperfet|indicatiu|-re|ells/elles/vostès| imperfet indicatiu -re ells/elles/vostès viure 
↧ En aquell moment ↧jo {{c1::viví::…vivir…}} (amb poc)| ends_in_ir indefinido regular_form regular_verb vivir yo |vivir|viure|1|S|I|passat_perifrastic|0|con poco|↧ En aquel momento ↧yo {{c1::viví::…vivir…}} (con poco)|vaig viure||||||vaig|↧ En aquell moment ↧jo | (amb poc)|↧ En aquell moment ↧jo {{c1::vaig viure::…viure…}} (amb poc)|passat_perifrastic|indicatiu|-re|jo| passat_perifrastic indicatiu -re jo viure 
↧ En aquell moment ↧tu {{c1::viviste::…vivir…}} (amb poc)| ends_in_ir indefinido regular_form regular_verb tú_vos vivir |vivir|viure|2|S|I|passat_perifrastic|0|con poco|↧ En aquel momento ↧tú/vos {{c1::viviste::…vivir…}} (con poco)|vas viure||||||vas|↧ En aquell moment ↧tu | (amb poc)|↧ En aquell moment ↧tu {{c1::vas viure::…viure…}} (amb poc)|passat_perifrastic|indicatiu|-re|tu| passat_perifrastic indicatiu -re tu viure 
↧ En aquell moment ↧ell/ella/vostè {{c1::vivió::…vivir…}} (amb poc)| ends_in_ir indefinido regular_form regular_verb vivir él_ella_usted |vivir|viure|3|S|I|passat_perifrastic|0|con poco|↧ En aquel momento ↧él/ella/usted {{c1::vivió::…vivir…}} (con poco)|va viure||||||va|↧ En aquell moment ↧ell/ella/vostè | (amb poc)|↧ En aquell moment ↧ell/ella/vostè {{c1::va viure::…viure…}} (amb poc)|passat_perifrastic|indicatiu|-re|ell/ella/vostè| passat_perifrastic indicatiu -re ell/ella/vostè viure 
↧ En aquell moment ↧nosaltres {{c1::vivimos::…vivir…}} (amb poc)| ends_in_ir indefinido nosotros regular_form regular_verb vivir |vivir|viure|1|P|I|passat_perifrastic|0|con poco|↧ En aquel momento ↧nosotros {{c1::vivimos::…vivir…}} (con poco)|vam viure||||||vam|↧ En aquell moment ↧nosaltres | (amb poc)|↧ En aquell moment ↧nosaltres {{c1::vam viure::…viure…}} (amb poc)|passat_perifrastic|indicatiu|-re|nosaltres| passat_perifrastic indicatiu -re nosaltres viure 
↧ En aquell moment ↧vosaltres {{c1::vivisteis::…vivir…}} (amb poc)| ends_in_ir indefinido regular_form regular_verb vivir vosotros |vivir|viure|2|P|I|passat_perifrastic|0|con poco|↧ En aquel momento ↧vosotros {{c1::vivisteis::…vivir…}} (con poco)|vau viure||||||vau|↧ En aquell moment ↧vosaltres | (amb poc)|↧ En aquell moment ↧vosaltres {{c1::vau viure::…viure…}} (amb poc)|passat_perifrastic|indicatiu|-re|vosaltres| passat_perifrastic indicatiu -re vosaltres viure 
↧ En aquell moment ↧ells/elles/vostès {{c1::vivieron::…vivir…}} (amb poc)| ellos_ellas_ustedes ends_in_ir indefinido regular_form regular_verb vivir |vivir|viure|3|P|I|passat_perifrastic|0|con poco|↧ En aquel momento ↧ellos/ellas/ustedes {{c1::vivieron::…vivir…}} (con poco)|van viure||||||van|↧ En aquell moment ↧ells/elles/vostès | (amb poc)|↧ En aquell moment ↧ells/elles/vostès {{c1::van viure::…viure…}} (amb poc)|passat_perifrastic|indicatiu|-re|ells/elles/vostès| passat_perifrastic indicatiu -re ells/elles/vostès viure 
→ En el futur, →jo {{c1::viviré::…vivir…}} (amb poc)| ends_in_ir futuro regular_form regular_verb vivir yo |vivir|viure|1|S|I|F|0|con poco|→ En el futuro, →yo {{c1::viviré::…vivir…}} (con poco)|viuré|VMIF1S00|central|M|0|||→ En el futur, →jo | (amb poc)|→ En el futur, →jo {{c1::viuré::…viure…}} (amb poc)|futur|indicatiu|-re|jo| futur indicatiu -re jo viure 
→ En el futur, →tu {{c1::vivirás::…vivir…}} (amb poc)| ends_in_ir futuro regular_form regular_verb tú_vos vivir |vivir|viure|2|S|I|F|0|con poco|→ En el futuro, →tú/vos {{c1::vivirás::…vivir…}} (con poco)|viuràs|VMIF2S00|central|M|0|||→ En el futur, →tu | (amb poc)|→ En el futur, →tu {{c1::viuràs::…viure…}} (amb poc)|futur|indicatiu|-re|tu| futur indicatiu -re tu viure 
→ En el futur, →ell/ella/vostè {{c1::vivirá::…vivir…}} (amb poc)| ends_in_ir futuro regular_form regular_verb vivir él_ella_usted |vivir|viure|3|S|I|F|0|con poco|→ En el futuro, →él/ella/usted {{c1::vivirá::…vivir…}} (con poco)|viurà|VMIF3S00|central|M|0|||→ En el futur, →ell/ella/vostè | (amb poc)|→ En el futur, →ell/ella/vostè {{c1::viurà::…viure…}} (amb poc)|futur|indicatiu|-re|ell/ella/vostè| futur indicatiu -re ell/ella/vostè viure 
→ En el futur, →nosaltres {{c1::viviremos::…vivir…}} (amb poc)| ends_in_ir futuro nosotros regular_form regular_verb vivir |vivir|viure|1|P|I|F|0|con poco|→ En el futuro, →nosotros {{c1::viviremos::…vivir…}} (con poco)|viurem|VMIF1P00|central|M|0|||→ En el futur, →nosaltres | (amb poc)|→ En el futur, →nosaltres {{c1::viurem::…viure…}} (amb poc)|futur|indicatiu|-re|nosaltres| futur indicatiu -re nosaltres viure 
→ En el futur, →vosaltres {{c1::viviréis::…vivir…}} (amb poc)| ends_in_ir futuro regular_form regular_verb vivir vosotros |vivir|viure|2|P|I|F|0|con poco|→ En el futuro, →vosotros {{c1::viviréis::…vivir…}} (con poco)|viureu|VMIF2P00|central|M|0|||→ En el futur, →vosaltres | (amb poc)|→ En el futur, →vosaltres {{c1::viureu::…viure…}} (amb poc)|futur|indicatiu|-re|vosaltres| futur indicatiu -re vosaltres viure 
→ En el futur, →ells/elles/vostès {{c1::vivirán::…vivir…}} (amb poc)| ellos_ellas_ustedes ends_in_ir futuro regular_form regular_verb vivir |vivir|viure|3|P|I|F|0|con poco|→ En el futuro, →ellos/ellas/ustedes {{c1::vivirán::…vivir…}} (con poco)|viuran|VMIF3P00|central|M|0|||→ En el futur, →ells/elles/vostès | (amb poc)|→ En el futur, →ells/elles/vostès {{c1::viuran::…viure…}} (amb poc)|futur|indicatiu|-re|ells/elles/vostès| futur indicatiu -re ells/elles/vostès viure 
… Si passés això, …jo {{c1::viviría::…vivir…}} (amb poc)| condicional ends_in_ir regular_form regular_verb vivir yo |vivir|viure|1|S|I|C|0|con poco|… Si ocurriese esto, …yo {{c1::viviría::…vivir…}} (con poco)|viuria|VMIC1S00|central|M|0|||… Si passés això, …jo | (amb poc)|… Si passés això, …jo {{c1::viuria::…viure…}} (amb poc)|condicional|indicatiu|-re|jo| condicional indicatiu -re jo viure 
… Si sucediera esto, …tu {{c1::vivirías::…vivir…}} (amb poc)| condicional ends_in_ir regular_form regular_verb tú_vos vivir |vivir|viure|2|S|I|C|0|con poco|… Si sucediera esto, …tú/vos {{c1::vivirías::…vivir…}} (con poco)|viuries|VMIC2S00|central|M|0|||… Si sucediera esto, …tu | (amb poc)|… Si sucediera esto, …tu {{c1::viuries::…viure…}} (amb poc)|condicional|indicatiu|-re|tu| condicional indicatiu -re tu viure 
… Si s'esdevingués alguna cosa, …ell/ella/vostè {{c1::viviría::…vivir…}} (amb poc)| condicional ends_in_ir regular_form regular_verb vivir él_ella_usted |vivir|viure|3|S|I|C|0|con poco|… Si acaeciera algo, …él/ella/usted {{c1::viviría::…vivir…}} (con poco)|viuria|VMIC3S00|central|M|0|||… Si s'esdevingués alguna cosa, …ell/ella/vostè | (amb poc)|… Si s'esdevingués alguna cosa, …ell/ella/vostè {{c1::viuria::…viure…}} (amb poc)|condicional|indicatiu|-re|ell/ella/vostè| condicional indicatiu -re ell/ella/vostè viure 
… Si passés alguna cosa, …nosaltres {{c1::viviríamos::…vivir…}} (amb poc)| condicional ends_in_ir nosotros regular_form regular_verb vivir |vivir|viure|1|P|I|C|0|con poco|… Si pasara algo, …nosotros {{c1::viviríamos::…vivir…}} (con poco)|viuríem|VMIC1P00|central|M|0|||… Si passés alguna cosa, …nosaltres | (amb poc)|… Si passés alguna cosa, …nosaltres {{c1::viuríem::…viure…}} (amb poc)|condicional|indicatiu|-re|nosaltres| condicional indicatiu -re nosaltres viure 
… Si s'esdevingués això, …vosaltres {{c1::viviríais::…vivir…}} (amb poc)| condicional ends_in_ir regular_form regular_verb vivir vosotros |vivir|viure|2|P|I|C|0|con poco|… Si aconteciese esto, …vosotros {{c1::viviríais::…vivir…}} (con poco)|viuríeu|VMIC2P00|central|M|0|||… Si s'esdevingués això, …vosaltres | (amb poc)|… Si s'esdevingués això, …vosaltres {{c1::viuríeu::…viure…}} (amb poc)|condicional|indicatiu|-re|vosaltres| condicional indicatiu -re vosaltres viure 
… Si es produís això, …ells/elles/vostès {{c1::vivirían::…vivir…}} (amb poc)| condicional ellos_ellas_ustedes ends_in_ir regular_form regular_verb vivir |vivir|viure|3|P|I|C|0|con poco|… Si se produjera esto, …ellos/ellas/ustedes {{c1::vivirían::…vivir…}} (con poco)|viurien|VMIC3P00|central|M|0|||… Si es produís això, …ells/elles/vostès | (amb poc)|… Si es produís això, …ells/elles/vostès {{c1::viurien::…viure…}} (amb poc)|condicional|indicatiu|-re|ells/elles/vostès| condicional indicatiu -re ells/elles/vostès viure 
〰 Resulta divertit que 〰jo {{c1::viva::…vivir…}} (amb poc)| ends_in_ir regular_form regular_verb subjuntivo_presente vivir yo |vivir|viure|1|S|S|P|0|con poco|〰 Resulta divertido que 〰yo {{c1::viva::…vivir…}} (con poco)|visqui|VMSP1S0Y|central|M|0|||〰 Resulta divertit que 〰jo | (amb poc)|〰 Resulta divertit que 〰jo {{c1::visqui::…viure…}} (amb poc)|present|subjuntiu|-re|jo| present subjuntiu -re jo viure 
〰 Resulta divertit que 〰tu {{c1::vivas::…vivir…}} (amb poc)| ends_in_ir regular_form regular_verb subjuntivo_presente tú_vos vivir |vivir|viure|2|S|S|P|0|con poco|〰 Resulta divertido que 〰tú/vos {{c1::vivas::…vivir…}} (con poco)|visquis|VMSP2S0Y|central|M|0|||〰 Resulta divertit que 〰tu | (amb poc)|〰 Resulta divertit que 〰tu {{c1::visquis::…viure…}} (amb poc)|present|subjuntiu|-re|tu| present subjuntiu -re tu viure 
〰 Resulta divertit que 〰ell/ella/vostè {{c1::viva::…vivir…}} (amb poc)| ends_in_ir regular_form regular_verb subjuntivo_presente vivir él_ella_usted |vivir|viure|3|S|S|P|0|con poco|〰 Resulta divertido que 〰él/ella/usted {{c1::viva::…vivir…}} (con poco)|visqui|VMSP3S0Y|central|M|0|||〰 Resulta divertit que 〰ell/ella/vostè | (amb poc)|〰 Resulta divertit que 〰ell/ella/vostè {{c1::visqui::…viure…}} (amb poc)|present|subjuntiu|-re|ell/ella/vostè| present subjuntiu -re ell/ella/vostè viure 
〰 Resulta divertit que 〰nosaltres {{c1::vivamos::…vivir…}} (amb poc)| ends_in_ir nosotros regular_form regular_verb subjuntivo_presente vivir |vivir|viure|1|P|S|P|0|con poco|〰 Resulta divertido que 〰nosotros {{c1::vivamos::…vivir…}} (con poco)|visquem|VMSP1P00|central|M|0|||〰 Resulta divertit que 〰nosaltres | (amb poc)|〰 Resulta divertit que 〰nosaltres {{c1::visquem::…viure…}} (amb poc)|present|subjuntiu|-re|nosaltres| present subjuntiu -re nosaltres viure 
〰 Resulta divertit que 〰vosaltres {{c1::viváis::…vivir…}} (amb poc)| ends_in_ir regular_form regular_verb subjuntivo_presente vivir vosotros |vivir|viure|2|P|S|P|0|con poco|〰 Resulta divertido que 〰vosotros {{c1::viváis::…vivir…}} (con poco)|visqueu|VMSP2P00|central|M|0|||〰 Resulta divertit que 〰vosaltres | (amb poc)|〰 Resulta divertit que 〰vosaltres {{c1::visqueu::…viure…}} (amb poc)|present|subjuntiu|-re|vosaltres| present subjuntiu -re vosaltres viure 
〰 Resulta divertit que 〰ells/elles/vostès {{c1::vivan::…vivir…}} (amb poc)| ellos_ellas_ustedes ends_in_ir regular_form regular_verb subjuntivo_presente vivir |vivir|viure|3|P|S|P|0|con poco|〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::vivan::…vivir…}} (con poco)|visquin|VMSP3P0Y|central|M|0|||〰 Resulta divertit que 〰ells/elles/vostès | (amb poc)|〰 Resulta divertit que 〰ells/elles/vostès {{c1::visquin::…viure…}} (amb poc)|present|subjuntiu|-re|ells/elles/vostès| present subjuntiu -re ells/elles/vostès viure 
"↫ Va ser sorprenent que ↫jo {{c1::viviera | viviese::…vivir…}} (amb poc)"| ends_in_ir regular_form regular_verb subjuntivo_pasado vivir yo |vivir|viure|1|S|S|I|0|con poco|"↫ Fue sorprendente que ↫yo {{c1::viviera | viviese::…vivir…}} (con poco)"|visqués|VMSI1S01|central|M|0|||↫ Va ser sorprenent que ↫jo | (amb poc)|↫ Va ser sorprenent que ↫jo {{c1::visqués::…viure…}} (amb poc)|imperfet|subjuntiu|-re|jo| imperfet subjuntiu -re jo viure 
"↫ Va ser sorprenent que ↫tu {{c1::vivieras | vivieses::…vivir…}} (amb poc)"| ends_in_ir regular_form regular_verb subjuntivo_pasado tú_vos vivir |vivir|viure|2|S|S|I|0|con poco|"↫ Fue sorprendente que ↫tú/vos {{c1::vivieras | vivieses::…vivir…}} (con poco)"|visquessis|VMSI2S02|central|M|0|||↫ Va ser sorprenent que ↫tu | (amb poc)|↫ Va ser sorprenent que ↫tu {{c1::visquessis::…viure…}} (amb poc)|imperfet|subjuntiu|-re|tu| imperfet subjuntiu -re tu viure 
"↫ Va ser sorprenent que ↫ell/ella/vostè {{c1::viviera | viviese::…vivir…}} (amb poc)"| ends_in_ir regular_form regular_verb subjuntivo_pasado vivir él_ella_usted |vivir|viure|3|S|S|I|0|con poco|"↫ Fue sorprendente que ↫él/ella/usted {{c1::viviera | viviese::…vivir…}} (con poco)"|visqués|VMSI3S01|central|M|0|||↫ Va ser sorprenent que ↫ell/ella/vostè | (amb poc)|↫ Va ser sorprenent que ↫ell/ella/vostè {{c1::visqués::…viure…}} (amb poc)|imperfet|subjuntiu|-re|ell/ella/vostè| imperfet subjuntiu -re ell/ella/vostè viure 
"↫ Va ser sorprenent que ↫nosaltres {{c1::viviéramos | viviésemos::…vivir…}} (amb poc)"| ends_in_ir nosotros regular_form regular_verb subjuntivo_pasado vivir |vivir|viure|1|P|S|I|0|con poco|"↫ Fue sorprendente que ↫nosotros {{c1::viviéramos | viviésemos::…vivir…}} (con poco)"|visquéssim|VMSI1P02|central|M|0|||↫ Va ser sorprenent que ↫nosaltres | (amb poc)|↫ Va ser sorprenent que ↫nosaltres {{c1::visquéssim::…viure…}} (amb poc)|imperfet|subjuntiu|-re|nosaltres| imperfet subjuntiu -re nosaltres viure 
"↫ Va ser sorprenent que ↫vosaltres {{c1::vivierais | vivieseis::…vivir…}} (amb poc)"| ends_in_ir regular_form regular_verb subjuntivo_pasado vivir vosotros |vivir|viure|2|P|S|I|0|con poco|"↫ Fue sorprendente que ↫vosotros {{c1::vivierais | vivieseis::…vivir…}} (con poco)"|visquéssiu|VMSI2P02|central|M|0|||↫ Va ser sorprenent que ↫vosaltres | (amb poc)|↫ Va ser sorprenent que ↫vosaltres {{c1::visquéssiu::…viure…}} (amb poc)|imperfet|subjuntiu|-re|vosaltres| imperfet subjuntiu -re vosaltres viure 
"↫ Va ser sorprenent que ↫ells/elles/vostès {{c1::vivieran | viviesen::…vivir…}} (amb poc)"| ellos_ellas_ustedes ends_in_ir regular_form regular_verb subjuntivo_pasado vivir |vivir|viure|3|P|S|I|0|con poco|"↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::vivieran | viviesen::…vivir…}} (con poco)"|visquessin|VMSI3P02|central|M|0|||↫ Va ser sorprenent que ↫ells/elles/vostès | (amb poc)|↫ Va ser sorprenent que ↫ells/elles/vostès {{c1::visquessin::…viure…}} (amb poc)|imperfet|subjuntiu|-re|ells/elles/vostès| imperfet subjuntiu -re ells/elles/vostès viure 
Hombre, si us plau,  {{c1::vive::…vivir…}} (més intensament), ja !(tu)| ends_in_ir imperativo regular_form regular_verb tú tú_vos vivir |vivir|viure|2|S|M|0|pos|más intensamente|Hombre, por favor,¡ {{c1::vive::…vivir…}} (más intensamente), ya !(tú)|viu|VMM02S00|central|M|0|||Hombre, si us plau,  | (més intensament), ja !(tu)|Hombre, si us plau,  {{c1::viu::…viure…}} (més intensament), ja !(tu)||imperatiu|-re|tu| imperatiu -re tu viure 
Mujer, si us plau,  no {{c1::vivas::…vivir…}} (así) !(tu)| ends_in_ir imperativo negative_imperativo regular_form regular_verb tú_vos vivir |vivir|viure|2|S|M|0|neg|así|Mujer, por favor,¡ no {{c1::vivas::…vivir…}} (así) !(tú/vos)|visquis|VMSP2S0Y|central|M|0|||Mujer, si us plau,  no | (así) !(tu)|Mujer, si us plau,  no {{c1::visquis::…viure…}} (así) !(tu)||imperatiu|-re|tu| imperatiu -re tu viure 
Senjora, si us plau,  (que) {{c1::viva::…vivir…}} (més intensament), ja !(ell/ella/vostè)| ends_in_ir imperativo regular_form regular_verb vivir él_ella_usted |vivir|viure|3|S|M|0|pos|que|Señora, por favor,¡ (que) {{c1::viva::…vivir…}} (más intensamente), ya !(él/ella/usted)|visqui|VMM03S0Y|central|M|0|||Senjora, si us plau,  (que) | (més intensament), ja !(ell/ella/vostè)|Senjora, si us plau,  (que) {{c1::visqui::…viure…}} (més intensament), ja !(ell/ella/vostè)||imperatiu|-re|ell/ella/vostè| imperatiu -re ell/ella/vostè viure 
Vosaltres equip, si us plau,  (que) {{c1::vivamos::…vivir…}} (més intensament), ja !(nosaltres)| ends_in_ir imperativo nosotros regular_form regular_verb vivir |vivir|viure|1|P|M|0|pos|que|Vámonos equipo, por favor,¡ (que) {{c1::vivamos::…vivir…}} (más intensamente), ya !(nosotros)|visquem|VMM01P00|central|M|0|||Vosaltres equip, si us plau,  (que) | (més intensament), ja !(nosaltres)|Vosaltres equip, si us plau,  (que) {{c1::visquem::…viure…}} (més intensament), ja !(nosaltres)||imperatiu|-re|nosaltres| imperatiu -re nosaltres viure 
Tu i tu, si us plau,  {{c1::vivid::…vivir…}} (més intensament), ja !(vosaltres)| ends_in_ir imperativo regular_form regular_verb vivir vosotros |vivir|viure|2|P|M|0|pos|más intensamente|Tú y tú, por favor,¡ {{c1::vivid::…vivir…}} (más intensamente), ya !(vosotros)|viviu|VMM02P00|central|M|0|||Tu i tu, si us plau,  | (més intensament), ja !(vosaltres)|Tu i tu, si us plau,  {{c1::viviu::…viure…}} (més intensament), ja !(vosaltres)||imperatiu|-re|vosaltres| imperatiu -re vosaltres viure 
Senjors, si us plau,  (que) {{c1::vivan::…vivir…}} (més intensament), ja ! (ells/elles/vostès)| ellos_ellas_ustedes ends_in_ir imperativo regular_form regular_verb vivir |vivir|viure|3|P|M|0|pos|que|Señores, por favor,¡ (que) {{c1::vivan::…vivir…}} (más intensamente), ya ! (ellos/ellas/ustedes)|visquin|VMM03P0Y|central|M|0|||Senjors, si us plau,  (que) | (més intensament), ja ! (ells/elles/vostès)|Senjors, si us plau,  (que) {{c1::visquin::…viure…}} (més intensament), ja ! (ells/elles/vostès)||imperatiu|-re|ells/elles/vostès| imperatiu -re ells/elles/vostès viure 
A mesura que estic estudiant…ella està {{c1::teniendo::…tener…}} (dubtes)| ends_in_er extreme_irregularity gerundio irregular_verb regular_form tener |tener|tenir|0|0|G|0|0|dudas|Mientras estoy estudiando…ella está {{c1::teniendo::…tener…}} (dudas)|tenint|VMG00000|central|M|0|||A mesura que estic estudiant…ella està | (dubtes)|A mesura que estic estudiant…ella està {{c1::tenint::…tenir…}} (dubtes)||gerundi|-ir|| gerundi -ir tenir 
Hugo ha {{c1::tenido::…tener…}} (dubtes)| ends_in_er extreme_irregularity irregular_verb participio regular_form tener |tener|tenir|0|S|P|0|0|dudas|Hugo ha {{c1::tenido::…tener…}} (dudas)|tingut|VMP00SM0|central|M|M|||Hugo ha | (dubtes)|Hugo ha {{c1::tingut::…tenir…}} (dubtes)||participi|-ir|| participi -ir tenir 
⊙ Ara mateix, ⊙jo {{c1::tengo::…tener…}} (ganas de sortir)| ends_in_er extreme_irregularity irregular_form irregular_verb presente tener yo |tener|tenir|1|S|I|P|0|ganas de salir|⊙ Ahora mismo, ⊙yo {{c1::tengo::…tener…}} (ganas de salir)|tinc|VMIP1S00|central|M|0|||⊙ Ara mateix, ⊙jo | (ganas de sortir)|⊙ Ara mateix, ⊙jo {{c1::tinc::…tenir…}} (ganas de sortir)|present|indicatiu|-ir|jo| present indicatiu -ir jo tenir 
